Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,City,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars) 2/,Personal income (thousands of dollars) _x,Population (persons) 1/,   Employer contributions for employee pension and insurance funds 5/,   Employer contributions for government social insurance ,   Farm proprietors' income ,   Nonfarm proprietors' income ,  Farm proprietors employment 6/,  Income maintenance benefits 1/,  Nonfarm proprietors employment ,  Per capita income maintenance benefits 4/,  Per capita retirement and other 4/,  Per capita unemployment insurance compensation 4/,  Proprietors' income ,  Retirement and other ,  Supplements to wages and salaries ,  Unemployment insurance compensation ,  Wages and salaries , Average nonfarm proprietors' income , Average wages and salaries ," Dividends, interest, and rent 2/", Earnings by place of work , Net earnings by place of residence ," Per capita dividends, interest, and rent 4/", Per capita net earnings 4/, Per capita personal current transfer receipts 4/, Per capita personal income 4/, Personal current transfer receipts , Population (persons) 3/, Proprietors employment , Wage and salary employment ,Average earnings per job (dollars) ,Personal income (thousands of dollars) _y,Total employment (number of jobs) 
0,0,2,,1,47.47,1,1,Fiber Optic,19,0,1,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,89.5,161.5,0.0,0,94.94,256.44,0,69,0,1,0,0,0,1,Delano,93215,35.772244,-119.209689,37280,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
0,0,52,,0,0.0,0,1,DSL,18,0,1,0,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,49.15,2550.9,0.0,30,0.0,2580.9,1,76,0,1,0,0,0,1,Temecula,92592,33.507255,-117.029473,46171,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
0,0,2,,1,43.99,0,1,DSL,27,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.25,91.1,0.0,0,87.98,179.07999999999998,1,69,0,1,0,0,0,1,San Diego,92129,32.961064,-117.134917,47224,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,33,,1,27.78,1,1,Fiber Optic,8,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,94.5,3105.55,0.0,0,916.74,4022.29,1,72,0,1,1,0,0,1,San Diego,92129,32.961064,-117.134917,47224,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,30,,1,45.88,1,1,Fiber Optic,19,1,1,1,0,0,0,0,1,Month-to-Month,0,Credit Card,91.7,2758.15,0.0,0,1376.4,4134.55,0,69,0,1,0,0,0,1,San Diego,92129,32.961064,-117.134917,47224,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,20,,1,44.44,1,1,Fiber Optic,13,0,0,1,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,98.55,1842.8,0.0,120,888.8,2851.6,1,73,0,1,0,0,0,1,San Diego,92129,32.961064,-117.134917,47224,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,46,,1,2.37,1,1,Fiber Optic,20,1,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,110.0,4874.8,0.0,0,109.02,4983.820000000001,0,65,0,1,0,0,0,1,Biola,93606,36.798882,-120.019511,807,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,1,7,,1,21.91,1,1,Cable,11,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.6,644.35,0.0,0,153.37,797.72,1,74,0,1,1,0,0,1,Selma,93662,36.545322,-119.642281,26213,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,4,,1,36.93,0,1,Fiber Optic,18,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,78.85,292.8,0.0,0,147.72,440.52,0,65,0,1,0,0,0,1,Squaw Valley,93675,36.719141,-119.202677,3146,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,55,,1,37.38,1,1,Fiber Optic,7,0,0,1,0,1,1,1,0,One Year,1,Bank Withdrawal,100.0,5509.3,0.0,100,2055.9,7665.200000000001,0,66,0,1,0,0,0,1,Fresno,93706,36.654614,-119.903674,35790,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,1,20,,1,5.37,0,1,Fiber Optic,24,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.65,1463.5,0.0,0,107.4,1570.9,1,71,0,1,1,0,0,1,Jolon,93928,35.930782,-121.189757,254,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
0,0,9,,1,48.71,1,1,Fiber Optic,15,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.5,918.6,0.0,0,438.39,1356.99,1,65,0,1,0,0,0,1,San Francisco,94102,37.7795,-122.419233,28998,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,10,,1,5.46,0,1,Fiber Optic,24,0,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,72.85,688.65,0.0,30,54.6,773.25,1,69,0,1,0,0,0,1,San Francisco,94108,37.791998,-122.408653,13723,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,1,,1,36.92,1,1,Fiber Optic,6,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.55,73.55,0.0,0,36.92,110.47,1,75,0,1,1,0,0,1,San Francisco,94114,37.758085,-122.434801,30587,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,3,,1,41.9,1,1,Fiber Optic,11,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.4,205.05,0.0,0,125.7,330.75,0,75,0,1,0,0,0,1,San Francisco,94130,37.820894,-122.369725,1458,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,4,,1,6.68,1,1,Cable,17,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,84.6,360.1,0.0,0,26.72,386.8200000000001,0,68,0,1,0,0,0,1,Palo Alto,94304,37.386978,-122.177746,1723,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,35,,1,20.83,1,1,Fiber Optic,19,0,0,1,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,99.05,3395.8,0.0,120,729.05,4244.85,1,71,0,1,0,0,0,1,Birds Landing,94512,38.140719,-121.838298,138,095,58273.0,26149679.0,448747.0,1955701.0,751372.0,38245.0,1169232.0,608.0,658583.0,54073.0,1468.0,10980.0,108.0,1207477.0,4927286.0,2707073.0,48369.0,10646801.0,21623.0,68873.0,3884662.0,14561351.0,16630779.0,8657.0,37060.0,12555.0,58273.0,5634238.0,448747.0,54681.0,154586.0,69583.0,26149679.0,209267.0
0,0,2,Offer E,1,26.62,0,1,DSL,11,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,44.95,85.15,0.0,0,53.24,138.39,1,80,0,1,0,0,0,1,Byron,94514,37.83323,-121.601461,10153,013,95047.0,109965993.0,1156966.0,4820484.0,2228673.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,95047.0,13498744.0,1156966.0,198886.0,397089.0,80676.0,109965993.0,595975.0
0,0,8,,1,11.57,0,1,Fiber Optic,27,1,0,0,1,1,1,1,1,Month-to-Month,0,Credit Card,100.3,832.35,0.0,0,92.56,924.91,1,66,0,1,0,0,0,1,Fremont,94539,37.516791,-121.899117,46917,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,2,44,,0,0.0,0,1,Cable,28,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,30.35,1359.7,0.0,0,0.0,1359.7,1,73,0,1,1,0,0,1,Livermore,94550,37.571748,-121.659562,75929,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,1,62,,1,7.11,1,1,Fiber Optic,16,0,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,103.75,6383.35,0.0,0,440.82,6824.17,1,77,0,1,1,0,0,1,Napa,94558,38.489789,-122.27011,63947,055,86863.0,11665710.0,134300.0,911389.0,405690.0,14154.0,1393495.0,1138.0,116208.0,25091.0,865.0,11611.0,97.0,1407649.0,1559415.0,1317079.0,13009.0,5691441.0,55538.0,69788.0,3082814.0,8416169.0,6894264.0,22955.0,51335.0,12574.0,86863.0,1688632.0,134300.0,26229.0,81553.0,78085.0,11665710.0,107782.0
1,1,33,,1,33.19,1,1,Cable,15,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.6,2656.5,0.0,0,1095.27,3751.77,0,76,0,1,1,0,0,1,Pleasanton,94566,37.633361,-121.862395,36669,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,4,Offer E,1,49.5,1,1,Fiber Optic,23,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45,0,65,0,1,0,0,0,1,San Ramon,94583,37.766556,-121.976784,44078,013,95047.0,109965993.0,1156966.0,4820484.0,2228673.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,95047.0,13498744.0,1156966.0,198886.0,397089.0,80676.0,109965993.0,595975.0
1,1,27,,1,10.6,1,1,Fiber Optic,23,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.5,1893.95,0.0,0,286.2,2180.15,1,75,0,1,1,0,0,1,Pleasanton,94588,37.685052,-121.912061,28568,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,8,Offer E,1,40.45,1,1,Fiber Optic,29,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,1,75,0,1,0,0,0,1,Berkeley,94704,37.871416,-122.246597,21205,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,1,3,Offer E,1,25.77,0,1,Fiber Optic,2,1,0,0,1,1,0,0,1,Month-to-Month,1,Mailed Check,88.3,273.75,0.0,0,77.31,351.06,0,68,0,1,1,0,0,1,Berkeley,94707,37.897753,-122.279391,11889,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,8,Offer E,1,42.93,0,1,Fiber Optic,9,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,0,71,0,1,0,0,0,1,Berkeley,94710,37.872902,-122.303708,8157,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,14,,1,11.31,0,1,Fiber Optic,24,0,0,0,0,1,1,0,1,Month-to-Month,0,Credit Card,90.45,1266.1,0.0,0,158.34,1424.4399999999998,1,74,0,1,0,0,0,1,Greenbrae,94904,37.946617,-122.563571,12010,041,171177.0,43824350.0,256018.0,1410029.0,659846.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,171177.0,3094680.0,256018.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,12,,0,0.0,0,1,DSL,10,0,0,1,1,0,1,0,1,Month-to-Month,1,Bank Withdrawal,43.65,526.95,0.0,0,0.0,526.95,1,77,0,1,0,0,0,1,Forest Knolls,94933,38.010092,-122.689442,1025,041,171177.0,43824350.0,256018.0,1410029.0,659846.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,171177.0,3094680.0,256018.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,13,,1,40.37,0,1,Fiber Optic,21,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.3,940.35,0.0,0,524.81,1465.16,0,73,0,1,0,0,0,1,Freedom,95019,36.936228,-121.785559,4753,087,86365.0,22832350.0,264370.0,1234636.0,494161.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,86365.0,3179684.0,264370.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,11,,1,3.96,0,1,Fiber Optic,27,0,0,0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,89.7,1047.7,0.0,0,43.56,1091.26,0,68,0,1,0,0,0,1,Gilroy,95020,37.03889,-121.528955,49968,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,17,,1,28.18,1,1,Cable,16,0,0,1,0,1,1,0,1,Month-to-Month,1,Credit Card,100.45,1622.45,0.0,0,479.06,2101.51,1,74,0,1,1,0,0,1,Los Gatos,95030,37.222842,-121.988727,13290,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,39,,1,33.25,1,1,Fiber Optic,26,0,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,105.65,4284.8,0.0,0,1296.75,5581.55,1,65,0,1,1,0,0,1,San Jose,95128,37.316146,-121.936285,32804,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,5,11,,1,17.25,1,1,Fiber Optic,27,0,0,1,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.05,1133.65,0.0,0,189.75,1323.4,0,73,0,1,1,0,0,1,San Jose,95135,37.28682,-121.723877,15798,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,3,Offer E,1,3.29,0,1,Fiber Optic,9,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.4,224.05,0.0,0,9.87,233.92,0,74,0,1,1,0,0,1,Glencoe,95232,38.358464,-120.579304,21,009,56001.0,2607568.0,46563.0,130247.0,37412.0,-3801.0,204084.0,488.0,65259.0,6645.0,1402.0,14477.0,96.0,200283.0,674115.0,167659.0,4492.0,569660.0,30712.0,50164.0,489629.0,937602.0,1374073.0,10515.0,29510.0,15975.0,56001.0,743866.0,46563.0,7133.0,11356.0,50711.0,2607568.0,18489.0
0,0,21,,1,34.62,0,1,DSL,14,0,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,60.05,1236.15,0.0,0,727.02,1963.17,1,80,0,1,0,0,0,1,Columbia,95310,38.085839,-120.37855,2144,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
0,0,16,,1,38.75,1,1,Fiber Optic,16,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,96.15,1529.2,0.0,0,620.0,2149.2,0,76,0,1,0,0,0,1,Escondido,92027,33.141265,-116.967221,48690,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,46,,1,6.13,0,1,Fiber Optic,30,0,1,0,0,1,1,0,1,One Year,0,Credit Card,95.25,4424.2,0.0,0,281.98,4706.18,0,73,0,1,0,0,0,1,Lakewood,90712,33.840524,-118.148403,30173,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,1,68,Offer A,1,24.13,1,1,Fiber Optic,24,0,1,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.44,0,70,0,1,1,0,0,1,Fulton,95439,38.493888,-122.777141,476,097,77900.0,37598558.0,482650.0,2368858.0,1067173.0,13525.0,3709925.0,2521.0,508637.0,88265.0,1054.0,11732.0,90.0,3723450.0,5662671.0,3436031.0,43319.0,15738765.0,42032.0,71101.0,9106544.0,22898246.0,22277387.0,18868.0,46156.0,12876.0,77900.0,6214627.0,482650.0,90786.0,221359.0,73358.0,37598558.0,312145.0
1,1,7,Offer E,1,13.63,0,1,Fiber Optic,27,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,89.5,676.7,0.0,0,95.41,772.11,1,75,0,1,1,0,0,1,Nice,95464,39.12334,-122.838198,2223,033,45623.0,3111067.0,68191.0,194148.0,60457.0,7181.0,188818.0,624.0,130541.0,6987.0,1914.0,14999.0,115.0,195999.0,1022763.0,254605.0,7848.0,874946.0,27024.0,49348.0,442868.0,1325550.0,1507047.0,6495.0,22100.0,17028.0,45623.0,1161152.0,68191.0,7611.0,17730.0,52309.0,3111067.0,25341.0
1,1,15,,1,45.25,1,1,Cable,22,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,85.6,1345.55,0.0,0,678.75,2024.3,1,74,0,1,1,0,0,1,Alderpoint,95511,40.166028,-123.584144,261,023,54043.0,7296395.0,135010.0,613091.0,184042.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,54043.0,2041614.0,135010.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,16,,1,19.18,1,1,Fiber Optic,22,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,1587.88,1,76,0,1,0,0,0,1,Bayside,95524,40.825486,-124.049485,1689,023,54043.0,7296395.0,135010.0,613091.0,184042.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,54043.0,2041614.0,135010.0,20471.0,53252.0,59470.0,7296395.0,73723.0
