Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,Zip Code,Population,Per capita personal income,Personal incomeX,Employer contributions,Farm proprietors income,Nonfarm proprietors income,Farm proprietors employment,Income maintenance benefits,Nonfarm proprietors employment,Per capita income maintenance benefits,Per capita retirement and other,Per capita unemployment insurance compensation,Proprietors income,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wages and salaries,Average nonfarm proprietors income,Average wages and salaries,"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent",Per capita net earnings,Per capita personal current transfer receipts,Personal current transfer receipts,Proprietors employment,Wage and salary employment,Average earnings per job,Personal incomeY,Total employment
0,0,9,5,1,48.71,1,1,2,15,0,0,1,0,1,1,1,1,0,1,0,100.5,918.6,0.0,0,438.39,1356.99,1,65,0,1,0,0,0,1,94102,28998,155819.0,125970097.0,12319895.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,10896639.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,10,5,1,5.46,0,1,2,24,0,1,0,0,0,0,0,0,0,1,0,72.85,688.65,0.0,30,54.6,773.25,1,69,0,1,0,0,0,1,94108,13723,155819.0,125970097.0,12319895.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,10896639.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,1,5,1,36.92,1,1,2,6,0,0,0,0,0,0,0,1,0,1,0,73.55,73.55,0.0,0,36.92,110.47,1,75,0,1,1,0,0,1,94114,30587,155819.0,125970097.0,12319895.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,10896639.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,3,5,1,41.9,1,1,2,11,0,1,0,0,0,0,0,1,0,1,0,79.4,205.05,0.0,0,125.7,330.75,0,75,0,1,0,0,0,1,94130,1458,155819.0,125970097.0,12319895.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,10896639.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,4,5,1,6.68,1,1,0,17,0,0,0,0,0,1,0,1,0,1,0,84.6,360.1,0.0,0,26.72,386.8200000000001,0,68,0,1,0,0,0,1,94304,1723,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,35,5,1,20.83,1,1,2,19,0,0,1,0,1,1,0,0,0,1,0,99.05,3395.8,0.0,120,729.05,4244.85,1,71,0,1,0,0,0,1,94512,138,58273.0,26149679.0,1955701.0,38245.0,1169232.0,608.0,658583.0,54073.0,1468.0,10980.0,108.0,1207477.0,4927286.0,2707073.0,48369.0,10646801.0,21623.0,68873.0,3884662.0,14561351.0,16630779.0,8657.0,37060.0,12555.0,5634238.0,54681.0,154586.0,69583.0,26149679.0,209267.0
0,0,2,4,1,26.62,0,1,1,11,0,0,0,0,0,0,0,1,0,0,1,44.95,85.15,0.0,0,53.24,138.39,1,80,0,1,0,0,0,1,94514,10153,95047.0,109965993.0,4820484.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,13498744.0,198886.0,397089.0,80676.0,109965993.0,595975.0
0,0,8,5,1,11.57,0,1,2,27,1,0,0,1,1,1,1,1,0,0,1,100.3,832.35,0.0,0,92.56,924.91,1,66,0,1,0,0,0,1,94539,46917,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,2,44,5,0,0.0,0,1,0,28,0,1,0,0,0,0,0,1,0,1,0,30.35,1359.7,0.0,0,0.0,1359.7,1,73,0,1,1,0,0,1,94550,75929,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,1,62,5,1,7.11,1,1,2,16,0,1,1,0,1,1,1,1,1,1,0,103.75,6383.35,0.0,0,440.82,6824.17,1,77,0,1,1,0,0,1,94558,63947,86863.0,11665710.0,911389.0,14154.0,1393495.0,1138.0,116208.0,25091.0,865.0,11611.0,97.0,1407649.0,1559415.0,1317079.0,13009.0,5691441.0,55538.0,69788.0,3082814.0,8416169.0,6894264.0,22955.0,51335.0,12574.0,1688632.0,26229.0,81553.0,78085.0,11665710.0,107782.0
1,1,33,5,1,33.19,1,1,0,15,0,1,0,0,0,0,0,1,0,1,0,80.6,2656.5,0.0,0,1095.27,3751.77,0,76,0,1,1,0,0,1,94566,36669,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,4,4,1,49.5,1,1,2,23,0,0,0,0,1,1,1,1,0,1,0,94.3,424.45,0.0,0,198.0,622.45,0,65,0,1,0,0,0,1,94583,44078,95047.0,109965993.0,4820484.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,13498744.0,198886.0,397089.0,80676.0,109965993.0,595975.0
1,1,27,5,1,10.6,1,1,2,23,0,0,0,0,0,0,0,1,0,1,0,75.5,1893.95,0.0,0,286.2,2180.15,1,75,0,1,1,0,0,1,94588,28568,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,8,4,1,40.45,1,1,2,29,0,0,1,0,1,1,0,1,0,1,0,100.6,819.4,0.0,0,323.6,1143.0,1,75,0,1,0,0,0,1,94704,21205,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
1,1,3,4,1,25.77,0,1,2,2,1,0,0,1,1,0,0,1,0,1,2,88.3,273.75,0.0,0,77.31,351.06,0,68,0,1,1,0,0,1,94707,11889,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,8,4,1,42.93,0,1,2,9,0,0,1,0,1,1,0,1,0,1,0,92.1,729.95,0.0,0,343.44,1073.39,0,71,0,1,0,0,0,1,94710,8157,97754.0,159241119.0,10955073.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,19655203.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,14,5,1,11.31,0,1,2,24,0,0,0,0,1,1,0,1,0,0,1,90.45,1266.1,0.0,0,158.34,1424.4399999999998,1,74,0,1,0,0,0,1,94904,12010,171177.0,43824350.0,1410029.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,3094680.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,12,5,0,0.0,0,1,1,10,0,0,1,1,0,1,0,1,0,1,0,43.65,526.95,0.0,0,0.0,526.95,1,77,0,1,0,0,0,1,94933,1025,171177.0,43824350.0,1410029.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,3094680.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,13,5,1,40.37,0,1,2,21,0,0,1,0,0,0,0,1,0,1,0,74.3,940.35,0.0,0,524.81,1465.16,0,73,0,1,0,0,0,1,95019,4753,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,11,5,1,3.96,0,1,2,27,0,0,0,0,1,1,0,1,0,0,0,89.7,1047.7,0.0,0,43.56,1091.26,0,68,0,1,0,0,0,1,95020,49968,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,17,5,1,28.18,1,1,0,16,0,0,1,0,1,1,0,1,0,1,1,100.45,1622.45,0.0,0,479.06,2101.51,1,74,0,1,1,0,0,1,95030,13290,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,39,5,1,33.25,1,1,2,26,0,1,1,0,1,1,1,1,0,1,0,105.65,4284.8,0.0,0,1296.75,5581.55,1,65,0,1,1,0,0,1,95128,32804,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,5,11,5,1,17.25,1,1,2,27,0,0,1,1,1,1,0,1,0,1,0,104.05,1133.65,0.0,0,189.75,1323.4,0,73,0,1,1,0,0,1,95135,15798,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,3,4,1,3.29,0,1,2,9,0,0,0,0,1,0,0,1,0,1,0,80.4,224.05,0.0,0,9.87,233.92,0,74,0,1,1,0,0,1,95232,21,56001.0,2607568.0,130247.0,-3801.0,204084.0,488.0,65259.0,6645.0,1402.0,14477.0,96.0,200283.0,674115.0,167659.0,4492.0,569660.0,30712.0,50164.0,489629.0,937602.0,1374073.0,10515.0,29510.0,15975.0,743866.0,7133.0,11356.0,50711.0,2607568.0,18489.0
0,0,21,5,1,34.62,0,1,1,14,0,0,1,0,1,0,0,1,0,1,0,60.05,1236.15,0.0,0,727.02,1963.17,1,80,0,1,0,0,0,1,95310,2144,52806.0,2879540.0,216936.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,912453.0,7639.0,18171.0,56481.0,2879540.0,25810.0
0,0,16,5,1,38.75,1,1,2,16,0,0,0,0,1,1,0,1,0,1,0,96.15,1529.2,0.0,0,620.0,2149.2,0,76,0,1,0,0,0,1,92027,48690,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,46,5,1,6.13,0,1,2,30,0,1,0,0,1,1,0,1,1,0,1,95.25,4424.2,0.0,0,281.98,4706.18,0,73,0,1,0,0,0,1,90712,30173,74142.0,720740528.0,55463947.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,139526360.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,1,68,0,1,24.13,1,1,2,24,0,1,0,0,0,1,0,1,0,1,0,89.6,6127.6,0.0,0,1640.84,7768.44,0,70,0,1,1,0,0,1,95439,476,77900.0,37598558.0,2368858.0,13525.0,3709925.0,2521.0,508637.0,88265.0,1054.0,11732.0,90.0,3723450.0,5662671.0,3436031.0,43319.0,15738765.0,42032.0,71101.0,9106544.0,22898246.0,22277387.0,18868.0,46156.0,12876.0,6214627.0,90786.0,221359.0,73358.0,37598558.0,312145.0
1,1,7,4,1,13.63,0,1,2,27,0,0,0,0,1,1,0,1,0,1,0,89.5,676.7,0.0,0,95.41,772.11,1,75,0,1,1,0,0,1,95464,2223,45623.0,3111067.0,194148.0,7181.0,188818.0,624.0,130541.0,6987.0,1914.0,14999.0,115.0,195999.0,1022763.0,254605.0,7848.0,874946.0,27024.0,49348.0,442868.0,1325550.0,1507047.0,6495.0,22100.0,17028.0,1161152.0,7611.0,17730.0,52309.0,3111067.0,25341.0
1,1,15,5,1,45.25,1,1,0,22,0,0,0,0,0,1,0,1,0,1,0,85.6,1345.55,0.0,0,678.75,2024.3,1,74,0,1,1,0,0,1,95511,261,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,16,5,1,19.18,1,1,2,22,0,0,0,0,1,0,0,1,0,1,0,86.6,1281.0,0.0,0,306.88,1587.88,1,76,0,1,0,0,0,1,95524,1689,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,1,4,1,29.68,0,1,0,18,0,0,0,0,0,0,0,1,0,1,0,69.25,69.25,0.0,0,29.68,98.93,0,75,0,1,0,0,0,1,95551,1447,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,1,5,0,0.0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,0,25.2,25.2,0.0,0,0.0,25.2,0,74,0,1,0,0,0,1,95562,3284,54043.0,7296395.0,613091.0,53559.0,766582.0,690.0,234035.0,19781.0,1733.0,13290.0,98.0,820141.0,1794341.0,797133.0,13238.0,2767056.0,38753.0,51962.0,1345081.0,4384330.0,3909700.0,9963.0,28959.0,15122.0,2041614.0,20471.0,53252.0,59470.0,7296395.0,73723.0
0,0,13,5,1,19.03,1,1,2,24,0,0,0,0,1,1,1,1,0,1,0,95.05,1290.0,0.0,0,247.39,1537.39,0,73,0,1,0,0,0,1,95618,648,64279.0,14277264.0,1906160.0,52604.0,1162641.0,688.0,256100.0,27013.0,1153.0,9138.0,111.0,1215245.0,2029597.0,2441900.0,24545.0,8593500.0,43040.0,70456.0,2838117.0,12250645.0,9128905.0,12778.0,41100.0,10401.0,2310242.0,27701.0,121969.0,81851.0,14277264.0,149670.0
1,1,34,5,1,2.88,1,1,2,4,0,1,1,0,0,1,0,1,0,1,0,94.25,3217.55,0.0,0,97.92,3315.4700000000003,0,75,0,1,1,0,0,1,95653,844,64279.0,14277264.0,1906160.0,52604.0,1162641.0,688.0,256100.0,27013.0,1153.0,9138.0,111.0,1215245.0,2029597.0,2441900.0,24545.0,8593500.0,43040.0,70456.0,2838117.0,12250645.0,9128905.0,12778.0,41100.0,10401.0,2310242.0,27701.0,121969.0,81851.0,14277264.0,149670.0
0,0,4,5,1,12.68,0,1,2,10,0,1,1,0,1,1,1,1,0,1,1,99.8,442.85,0.0,0,50.72,493.5700000000001,0,65,0,1,0,0,0,1,95668,901,52005.0,5122683.0,327953.0,52819.0,470708.0,1011.0,172417.0,11309.0,1750.0,11336.0,171.0,523527.0,1116671.0,463044.0,16860.0,1820492.0,41622.0,53119.0,690052.0,2807063.0,3126683.0,7005.0,31742.0,13258.0,1305948.0,12320.0,34272.0,60248.0,5122683.0,46592.0
0,0,2,5,1,19.27,1,1,2,18,0,0,0,0,1,1,0,1,0,1,0,93.85,170.85,0.0,0,38.54,209.39,0,77,0,1,0,0,0,1,95681,1219,81791.0,34170169.0,1937912.0,6287.0,2492776.0,1022.0,377714.0,73126.0,904.0,10546.0,80.0,2499063.0,4405975.0,2904838.0,33214.0,13949953.0,34089.0,71502.0,6375099.0,19353854.0,22978167.0,15260.0,55002.0,11530.0,4816903.0,74148.0,195099.0,71881.0,34170169.0,269247.0
0,0,9,5,1,30.8,1,1,2,18,0,0,0,0,0,1,0,1,0,1,1,84.4,732.5,0.0,0,277.2,1009.7,1,67,0,1,0,0,0,1,95692,3600,48204.0,4064114.0,434570.0,18431.0,133611.0,606.0,188298.0,7258.0,2233.0,13423.0,115.0,152042.0,1131732.0,550679.0,9713.0,1615639.0,18409.0,63500.0,374398.0,2318360.0,2359973.0,4441.0,27992.0,15772.0,1329743.0,7864.0,25443.0,69606.0,4064114.0,33307.0
0,0,5,5,1,42.33,0,1,2,9,0,0,1,0,0,0,0,1,0,1,1,75.55,349.65,0.0,0,211.65,561.3,0,78,0,1,0,0,0,1,95742,299,61558.0,97517936.0,10920508.0,83942.0,6197447.0,994.0,3098246.0,222086.0,1956.0,11639.0,102.0,6281389.0,18438118.0,14477099.0,160975.0,56721619.0,27906.0,75818.0,14933068.0,77480107.0,60887529.0,9426.0,38435.0,13696.0,21697339.0,223080.0,748124.0,79777.0,97517936.0,971204.0
0,0,22,3,1,40.18,1,1,2,8,0,0,0,0,1,1,1,0,0,1,0,96.7,2082.95,0.0,100,883.96,3066.91,1,65,0,1,0,0,0,1,95923,86,59387.0,1149201.0,94433.0,-3112.0,89279.0,88.0,29987.0,3060.0,1550.0,17330.0,140.0,86167.0,335349.0,119718.0,2714.0,371405.0,29176.0,55934.0,283073.0,577290.0,498078.0,14628.0,25739.0,19020.0,368050.0,3148.0,6640.0,58979.0,1149201.0,9788.0
0,0,19,3,1,39.97,1,1,2,9,0,1,0,0,1,0,0,1,0,1,0,88.2,1775.8,0.0,0,759.43,2535.23,1,74,0,1,0,0,0,1,95935,614,48204.0,4064114.0,434570.0,18431.0,133611.0,606.0,188298.0,7258.0,2233.0,13423.0,115.0,152042.0,1131732.0,550679.0,9713.0,1615639.0,18409.0,63500.0,374398.0,2318360.0,2359973.0,4441.0,27992.0,15772.0,1329743.0,7864.0,25443.0,69606.0,4064114.0,33307.0
0,0,15,3,1,46.38,1,1,2,19,0,0,0,0,0,0,0,1,0,0,0,75.65,1146.65,0.0,0,695.7,1842.35,1,70,0,1,0,0,0,1,95942,1351,54974.0,11396345.0,906838.0,51242.0,923526.0,1493.0,424778.0,25089.0,2049.0,13454.0,110.0,974768.0,2788995.0,1226299.0,22789.0,4616438.0,36810.0,54106.0,1934794.0,6817505.0,6224989.0,9333.0,30028.0,15613.0,3236562.0,26582.0,85322.0,60923.0,11396345.0,111904.0
0,0,1,5,1,11.34,1,1,2,20,0,0,0,0,0,0,0,1,0,1,0,74.7,74.7,0.0,0,11.34,86.04,1,69,0,1,0,0,0,1,95949,17922,72759.0,7442705.0,381536.0,-55.0,594844.0,554.0,118880.0,22131.0,1162.0,13687.0,90.0,594789.0,1400071.0,522070.0,9252.0,2082737.0,26878.0,59046.0,1724079.0,3199596.0,4190423.0,16854.0,40965.0,14939.0,1528203.0,22685.0,35273.0,55205.0,7442705.0,57958.0
0,0,1,5,0,0.0,0,1,1,26,0,0,0,0,0,0,0,0,0,1,2,25.8,25.8,0.0,20,0.0,45.8,0,76,0,1,0,0,0,1,95959,17269,72759.0,7442705.0,381536.0,-55.0,594844.0,554.0,118880.0,22131.0,1162.0,13687.0,90.0,594789.0,1400071.0,522070.0,9252.0,2082737.0,26878.0,59046.0,1724079.0,3199596.0,4190423.0,16854.0,40965.0,14939.0,1528203.0,22685.0,35273.0,55205.0,7442705.0,57958.0
0,0,10,3,1,41.37,1,1,2,14,0,0,0,0,1,1,0,1,0,1,0,95.35,898.35,0.0,0,413.7,1312.05,1,71,0,1,0,0,0,1,92027,48690,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,3,5,1,30.14,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,45.0,127.1,0.0,10,90.42,227.52,0,76,0,1,0,0,0,1,92028,42239,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,12,3,1,6.97,0,1,2,19,0,0,0,0,0,1,0,1,0,1,0,80.45,950.2,0.0,0,83.64,1033.84,1,77,0,1,1,0,0,1,96052,1845,36314.0,573075.0,41042.0,13021.0,33036.0,181.0,26133.0,1553.0,1656.0,13659.0,75.0,46057.0,215560.0,51710.0,1180.0,159173.0,21272.0,54177.0,105916.0,256940.0,224286.0,6712.0,14212.0,15390.0,242873.0,1734.0,2938.0,54996.0,573075.0,4672.0
0,0,2,5,1,6.51,0,1,2,11,0,1,0,0,0,0,0,1,0,1,0,74.7,165.4,0.0,0,13.02,178.42000000000002,1,74,0,1,0,0,0,1,96073,4931,54120.0,9791945.0,778261.0,18325.0,646184.0,1140.0,357627.0,22900.0,1977.0,15516.0,103.0,664509.0,2807348.0,1064714.0,18672.0,4090109.0,28218.0,56554.0,1454075.0,5819332.0,5154223.0,8037.0,28487.0,17596.0,3183647.0,24040.0,72322.0,60390.0,9791945.0,96362.0
0,0,1,5,1,49.6,1,1,2,20,0,0,1,0,1,0,0,0,0,1,0,88.8,88.8,0.0,10,49.6,148.4,1,77,0,1,0,0,0,1,96084,459,54120.0,9791945.0,778261.0,18325.0,646184.0,1140.0,357627.0,22900.0,1977.0,15516.0,103.0,664509.0,2807348.0,1064714.0,18672.0,4090109.0,28218.0,56554.0,1454075.0,5819332.0,5154223.0,8037.0,28487.0,17596.0,3183647.0,24040.0,72322.0,60390.0,9791945.0,96362.0
1,1,13,3,1,1.47,0,1,2,5,0,1,0,1,0,1,0,1,0,1,0,89.05,1169.35,0.0,0,19.11,1188.4599999999998,1,76,0,1,1,0,0,1,92130,28201,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,23,3,1,31.17,0,1,2,23,0,1,0,0,1,1,0,1,0,1,0,94.75,2293.6,0.0,0,716.9100000000001,3010.51,0,77,0,1,0,0,0,1,92130,28201,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,17,3,1,36.82,1,1,2,6,1,0,1,0,0,0,0,1,0,1,0,85.35,1463.45,0.0,0,625.94,2089.3900000000003,0,80,0,1,1,0,0,1,92130,28201,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,17,5,1,40.93,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,45.05,770.6,0.0,0,695.81,1466.41,1,68,0,1,0,0,0,1,92130,28201,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
